IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
6,10.215.173.1,60388,52.168.117.168,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,9022,8,10,2026-05-01T02:42:44.043-04:00,2026-05-01T02:42:44.265-04:00
17,10.215.173.1,11458,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,198,1,1,2026-05-01T02:42:49.416-04:00,2026-05-01T02:42:49.474-04:00
6,10.215.173.1,57562,20.42.65.91,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,8982,8,9,2026-05-01T02:42:49.478-04:00,2026-05-01T02:42:49.710-04:00
6,10.215.173.1,57578,20.42.65.91,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1205,8942,7,8,2026-05-01T02:42:55.174-04:00,2026-05-01T02:42:55.395-04:00
17,10.215.173.1,51910,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,dc.services.visualstudio.com,74,519,1,1,2026-05-01T02:42:58.744-04:00,2026-05-01T02:42:58.805-04:00
17,10.215.173.1,57011,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,dc.services.visualstudio.com,74,492,1,1,2026-05-01T02:42:58.748-04:00,2026-05-01T02:42:58.807-04:00
6,10.215.173.1,34398,52.179.73.59,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,dc.services.visualstudio.com,1201,8860,7,8,2026-05-01T02:42:58.813-04:00,2026-05-01T02:42:59.045-04:00
17,10.215.173.1,37791,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,249,1,1,2026-05-01T02:43:02.881-04:00,2026-05-01T02:43:02.935-04:00
17,10.215.173.1,37194,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,198,1,1,2026-05-01T02:43:02.884-04:00,2026-05-01T02:43:02.937-04:00
6,10.215.173.1,52914,20.189.173.1,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,6731,8,9,2026-05-01T02:43:02.942-04:00,2026-05-01T02:43:03.383-04:00
6,10.215.173.1,41920,20.189.173.1,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,6731,8,9,2026-05-01T02:43:09.941-04:00,2026-05-01T02:43:10.451-04:00
17,10.215.173.1,64630,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,202,1,1,2026-05-01T02:43:17.015-04:00,2026-05-01T02:43:17.073-04:00
6,10.215.173.1,60922,20.50.201.205,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1285,9061,9,11,2026-05-01T02:43:17.078-04:00,2026-05-01T02:43:17.620-04:00
17,10.215.173.1,23799,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,205,1,1,2026-05-01T02:43:24.094-04:00,2026-05-01T02:43:24.144-04:00
6,10.215.173.1,34234,40.79.141.155,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,6733,8,9,2026-05-01T02:43:24.154-04:00,2026-05-01T02:43:24.709-04:00
17,10.215.173.1,17518,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,198,1,1,2026-05-01T02:43:30.138-04:00,2026-05-01T02:43:30.194-04:00
6,10.215.173.1,39552,20.189.173.5,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,6771,8,10,2026-05-01T02:43:30.200-04:00,2026-05-01T02:43:30.805-04:00
17,10.215.173.1,45481,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,202,1,1,2026-05-01T02:43:37.185-04:00,2026-05-01T02:43:37.235-04:00
6,10.215.173.1,38444,52.178.17.232,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,8981,8,9,2026-05-01T02:43:37.241-04:00,2026-05-01T02:43:37.799-04:00
17,10.215.173.1,49142,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,205,1,1,2026-05-01T02:43:45.300-04:00,2026-05-01T02:43:45.354-04:00
6,10.215.173.1,34146,40.79.167.8,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1205,8941,7,8,2026-05-01T02:43:45.361-04:00,2026-05-01T02:43:46.796-04:00
17,10.215.173.1,1887,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,246,1,1,2026-05-01T02:43:53.711-04:00,2026-05-01T02:43:53.775-04:00
6,10.215.173.1,49280,40.79.167.8,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1285,9061,9,11,2026-05-01T02:43:53.784-04:00,2026-05-01T02:43:55.116-04:00
17,10.215.173.1,3771,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,243,1,1,2026-05-01T02:43:59.908-04:00,2026-05-01T02:43:59.955-04:00
17,10.215.173.1,12728,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,198,1,1,2026-05-01T02:43:59.912-04:00,2026-05-01T02:43:59.965-04:00
6,10.215.173.1,50440,20.42.73.25,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1205,8942,7,8,2026-05-01T02:43:59.971-04:00,2026-05-01T02:44:00.217-04:00
17,10.215.173.1,30327,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,201,1,1,2026-05-01T02:44:07.630-04:00,2026-05-01T02:44:07.694-04:00
6,10.215.173.1,51844,52.182.143.215,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1285,9062,9,11,2026-05-01T02:44:07.702-04:00,2026-05-01T02:44:08.039-04:00
17,10.215.173.1,10584,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,201,1,1,2026-05-01T02:44:15.021-04:00,2026-05-01T02:44:15.075-04:00
6,10.215.173.1,54276,13.89.178.27,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,9022,8,10,2026-05-01T02:44:15.084-04:00,2026-05-01T02:44:15.429-04:00
17,10.215.173.1,49059,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,config.edge.skype.com,67,242,1,1,2026-05-01T02:44:17.675-04:00,2026-05-01T02:44:17.734-04:00
17,10.215.173.1,9235,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,config.edge.skype.com,67,312,1,1,2026-05-01T02:44:17.679-04:00,2026-05-01T02:44:17.735-04:00
6,10.215.173.1,60960,52.123.251.70,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,config.edge.skype.com,1274,8749,9,11,2026-05-01T02:44:17.743-04:00,2026-05-01T02:44:17.965-04:00
17,10.215.173.1,11983,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,198,1,1,2026-05-01T02:44:23.272-04:00,2026-05-01T02:44:23.324-04:00
6,10.215.173.1,50506,20.189.173.27,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,6731,8,9,2026-05-01T02:44:23.329-04:00,2026-05-01T02:44:23.825-04:00
6,10.215.173.1,35656,20.189.173.27,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1205,6691,7,8,2026-05-01T02:44:30.365-04:00,2026-05-01T02:44:30.870-04:00
17,10.215.173.1,26709,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,242,1,1,2026-05-01T02:44:37.068-04:00,2026-05-01T02:44:37.124-04:00
17,10.215.173.1,40761,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,198,1,1,2026-05-01T02:44:37.076-04:00,2026-05-01T02:44:37.143-04:00
6,10.215.173.1,43944,20.42.73.25,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1325,9142,10,13,2026-05-01T02:44:37.151-04:00,2026-05-01T02:44:37.408-04:00
17,10.215.173.1,17921,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,dc.services.visualstudio.com,74,519,1,1,2026-05-01T02:44:41.106-04:00,2026-05-01T02:44:41.167-04:00
17,10.215.173.1,54908,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,dc.services.visualstudio.com,74,492,1,1,2026-05-01T02:44:41.113-04:00,2026-05-01T02:44:41.164-04:00
6,10.215.173.1,41424,52.179.73.57,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,dc.services.visualstudio.com,1241,8900,8,9,2026-05-01T02:44:41.173-04:00,2026-05-01T02:44:41.406-04:00
6,10.215.173.1,43960,20.42.73.25,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1205,8942,7,8,2026-05-01T02:44:44.789-04:00,2026-05-01T02:44:45.068-04:00
17,10.215.173.1,4200,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,201,1,1,2026-05-01T02:44:50.822-04:00,2026-05-01T02:44:50.886-04:00
6,10.215.173.1,45450,13.89.179.13,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1325,9142,10,13,2026-05-01T02:44:50.893-04:00,2026-05-01T02:44:51.244-04:00
17,10.215.173.1,58134,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,247,1,1,2026-05-01T02:44:58.633-04:00,2026-05-01T02:44:58.692-04:00
17,10.215.173.1,5288,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,201,1,1,2026-05-01T02:44:58.637-04:00,2026-05-01T02:44:58.702-04:00
6,10.215.173.1,60548,104.208.16.89,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,8982,8,9,2026-05-01T02:44:58.708-04:00,2026-05-01T02:44:59.092-04:00
6,10.215.173.1,60562,104.208.16.89,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,9022,8,10,2026-05-01T02:45:04.142-04:00,2026-05-01T02:45:04.508-04:00
17,10.215.173.1,24886,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,199,1,1,2026-05-01T02:45:10.038-04:00,2026-05-01T02:45:10.095-04:00
6,10.215.173.1,48242,51.104.15.253,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1285,9062,9,11,2026-05-01T02:45:10.103-04:00,2026-05-01T02:45:10.628-04:00
6,10.215.173.1,55998,51.104.15.253,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,9022,8,10,2026-05-01T02:45:16.575-04:00,2026-05-01T02:45:17.251-04:00
17,10.215.173.1,14061,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,201,1,1,2026-05-01T02:45:22.711-04:00,2026-05-01T02:45:22.773-04:00
6,10.215.173.1,59476,104.208.16.91,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,8982,8,9,2026-05-01T02:45:22.777-04:00,2026-05-01T02:45:23.134-04:00
6,10.215.173.1,40028,104.208.16.91,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,8982,8,9,2026-05-01T02:45:29.252-04:00,2026-05-01T02:45:29.614-04:00
17,10.215.173.1,34239,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,dc.services.visualstudio.com,74,520,1,1,2026-05-01T02:45:35.408-04:00,2026-05-01T02:45:35.473-04:00
17,10.215.173.1,21908,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,dc.services.visualstudio.com,74,492,1,1,2026-05-01T02:45:35.412-04:00,2026-05-01T02:45:35.482-04:00
6,10.215.173.1,40010,52.188.247.150,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,dc.services.visualstudio.com,1201,8859,7,8,2026-05-01T02:45:35.488-04:00,2026-05-01T02:45:35.737-04:00
17,10.215.173.1,24278,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,246,1,1,2026-05-01T02:45:36.361-04:00,2026-05-01T02:45:36.415-04:00
17,10.215.173.1,17005,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,201,1,1,2026-05-01T02:45:36.365-04:00,2026-05-01T02:45:36.414-04:00
6,10.215.173.1,47290,104.208.16.89,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,8982,8,9,2026-05-01T02:45:36.421-04:00,2026-05-01T02:45:36.822-04:00
6,10.215.173.1,47298,104.208.16.89,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,8982,8,9,2026-05-01T02:45:42.376-04:00,2026-05-01T02:45:42.787-04:00
17,10.215.173.1,10198,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,198,1,1,2026-05-01T02:45:50.606-04:00,2026-05-01T02:45:50.667-04:00
6,10.215.173.1,39904,20.189.173.28,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1205,6691,7,8,2026-05-01T02:45:50.674-04:00,2026-05-01T02:45:51.169-04:00
6,10.215.173.1,43780,20.189.173.28,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,6771,8,10,2026-05-01T02:45:57.604-04:00,2026-05-01T02:45:58.113-04:00
17,10.215.173.1,44569,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,242,1,1,2026-05-01T02:46:03.805-04:00,2026-05-01T02:46:03.865-04:00
17,10.215.173.1,64931,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,201,1,1,2026-05-01T02:46:03.812-04:00,2026-05-01T02:46:03.881-04:00
6,10.215.173.1,49808,104.208.16.90,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1205,8942,7,8,2026-05-01T02:46:03.890-04:00,2026-05-01T02:46:04.226-04:00
6,10.215.173.1,42260,104.208.16.90,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1325,9142,10,13,2026-05-01T02:46:09.565-04:00,2026-05-01T02:46:09.936-04:00
17,10.215.173.1,6650,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,267,1,1,2026-05-01T02:46:15.932-04:00,2026-05-01T02:46:15.998-04:00
17,10.215.173.1,23028,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,201,1,1,2026-05-01T02:46:15.938-04:00,2026-05-01T02:46:16.006-04:00
6,10.215.173.1,57986,104.208.16.91,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1325,9142,10,13,2026-05-01T02:46:16.013-04:00,2026-05-01T02:46:16.483-04:00
17,10.215.173.1,28615,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,246,1,1,2026-05-01T02:46:24.102-04:00,2026-05-01T02:46:24.174-04:00
6,10.215.173.1,57996,104.208.16.91,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1285,9062,9,11,2026-05-01T02:46:24.181-04:00,2026-05-01T02:46:24.560-04:00
17,10.215.173.1,61671,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,203,1,1,2026-05-01T02:46:31.552-04:00,2026-05-01T02:46:31.623-04:00
6,10.215.173.1,37638,20.50.73.4,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1285,6812,9,11,2026-05-01T02:46:31.631-04:00,2026-05-01T02:46:32.123-04:00
17,10.215.173.1,53796,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,s.orbsrv.com,58,151,1,1,2026-05-01T02:46:36.643-04:00,2026-05-01T02:46:36.706-04:00
17,10.215.173.1,44730,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,s.orbsrv.com,58,151,1,1,2026-05-01T02:46:36.647-04:00,2026-05-01T02:46:36.709-04:00
17,10.215.173.1,32299,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,s.orbsrv.com,58,105,1,1,2026-05-01T02:46:36.650-04:00,2026-05-01T02:46:36.713-04:00
6,10.215.173.1,52074,185.59.223.192,443,10476,Brave,com.brave.browser,HTTPS,Closed,s.orbsrv.com,4953,4687,17,15,2026-05-01T02:46:36.728-04:00,2026-05-01T02:46:46.950-04:00
17,10.215.173.1,33135,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,go-updater.brave.com,66,204,1,1,2026-05-01T02:46:39.581-04:00,2026-05-01T02:46:39.636-04:00
17,10.215.173.1,15622,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,go-updater.brave.com,66,204,1,1,2026-05-01T02:46:39.588-04:00,2026-05-01T02:46:39.637-04:00
17,10.215.173.1,62349,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,go-updater.brave.com,66,254,1,1,2026-05-01T02:46:39.594-04:00,2026-05-01T02:46:39.646-04:00
6,10.215.173.1,59318,54.188.252.143,443,10476,Brave,com.brave.browser,HTTPS,Closed,go-updater.brave.com,3769,4311,13,13,2026-05-01T02:46:39.656-04:00,2026-05-01T02:46:50.159-04:00
17,10.215.173.1,61900,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,198,1,1,2026-05-01T02:46:39.735-04:00,2026-05-01T02:46:39.784-04:00
6,10.215.173.1,40480,52.168.117.168,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1285,9102,9,12,2026-05-01T02:46:39.793-04:00,2026-05-01T02:46:40.048-04:00
17,10.215.173.1,26007,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,thumb-cdn77.xnxx-cdn.com,70,160,1,1,2026-05-01T02:46:41.907-04:00,2026-05-01T02:46:41.965-04:00
17,10.215.173.1,24981,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,thumb-cdn77.xnxx-cdn.com,70,160,1,1,2026-05-01T02:46:41.909-04:00,2026-05-01T02:46:41.965-04:00
17,10.215.173.1,33298,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,thumb-cdn77.xnxx-cdn.com,70,124,1,1,2026-05-01T02:46:41.911-04:00,2026-05-01T02:46:41.974-04:00
6,10.215.173.1,41458,109.61.91.250,443,10476,Brave,com.brave.browser,HTTPS,Closed,thumb-cdn77.xnxx-cdn.com,4060,144983,41,73,2026-05-01T02:46:41.978-04:00,2026-05-01T02:47:44.286-04:00
17,10.215.173.1,32211,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,201,1,1,2026-05-01T02:46:46.275-04:00,2026-05-01T02:46:46.334-04:00
6,10.215.173.1,44400,13.89.179.13,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Error,mobile.events.data.microsoft.com,1285,9062,9,11,2026-05-01T02:46:46.340-04:00,2026-05-01T02:46:46.582-04:00
6,10.215.173.1,58398,109.61.91.250,443,10476,Brave,com.brave.browser,HTTPS,Closed,thumb-cdn77.xnxx-cdn.com,6696,333734,97,145,2026-05-01T02:46:53.013-04:00,2026-05-01T02:47:54.472-04:00
17,10.215.173.1,61889,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,245,1,1,2026-05-01T02:46:54.173-04:00,2026-05-01T02:46:54.244-04:00
17,10.215.173.1,20930,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,205,1,1,2026-05-01T02:46:54.176-04:00,2026-05-01T02:46:54.244-04:00
6,10.215.173.1,37164,40.79.141.153,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,6733,8,9,2026-05-01T02:46:54.249-04:00,2026-05-01T02:46:54.837-04:00
6,10.215.173.1,36702,40.79.141.153,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1205,6693,7,8,2026-05-01T02:47:00.997-04:00,2026-05-01T02:47:01.559-04:00
17,10.215.173.1,50049,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,198,1,1,2026-05-01T02:47:07.331-04:00,2026-05-01T02:47:07.395-04:00
6,10.215.173.1,38076,52.168.117.174,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,9022,8,10,2026-05-01T02:47:07.404-04:00,2026-05-01T02:47:07.706-04:00
17,10.215.173.1,14101,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,anonymous.ads.brave.com,69,174,1,1,2026-05-01T02:47:10.123-04:00,2026-05-01T02:47:10.187-04:00
17,10.215.173.1,37770,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,anonymous.ads.brave.com,69,228,1,1,2026-05-01T02:47:10.130-04:00,2026-05-01T02:47:10.189-04:00
17,10.215.173.1,26309,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,anonymous.ads.brave.com,69,180,1,1,2026-05-01T02:47:10.136-04:00,2026-05-01T02:47:10.196-04:00
6,fd00:2:fd00:1:fd00:1:fd00:1,33592,2a04:4e42::649,443,10476,Brave,com.brave.browser,HTTPS,Closed,anonymous.ads.brave.com,3573,8371,12,10,2026-05-01T02:47:10.221-04:00,2026-05-01T02:48:14.840-04:00
17,10.215.173.1,25137,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,198,1,1,2026-05-01T02:47:14.460-04:00,2026-05-01T02:47:14.510-04:00
6,10.215.173.1,53596,20.42.65.90,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,9022,8,10,2026-05-01T02:47:14.518-04:00,2026-05-01T02:47:14.776-04:00
6,10.215.173.1,35772,20.42.65.90,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,8982,8,9,2026-05-01T02:47:21.083-04:00,2026-05-01T02:47:21.358-04:00
17,10.215.173.1,53743,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,201,1,1,2026-05-01T02:47:26.659-04:00,2026-05-01T02:47:27.285-04:00
6,10.215.173.1,52862,104.208.16.90,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,8982,8,9,2026-05-01T02:47:27.293-04:00,2026-05-01T02:47:27.669-04:00
6,10.215.173.1,52868,104.208.16.90,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,8982,8,9,2026-05-01T02:47:33.415-04:00,2026-05-01T02:47:33.768-04:00
17,10.215.173.1,59849,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,198,1,1,2026-05-01T02:47:39.958-04:00,2026-05-01T02:47:40.016-04:00
6,10.215.173.1,34994,20.189.173.17,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1205,6691,7,8,2026-05-01T02:47:40.023-04:00,2026-05-01T02:47:40.509-04:00
17,10.215.173.1,54081,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,245,1,1,2026-05-01T02:47:47.377-04:00,2026-05-01T02:47:47.443-04:00
17,10.215.173.1,61017,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,198,1,1,2026-05-01T02:47:47.384-04:00,2026-05-01T02:47:47.444-04:00
6,10.215.173.1,49706,20.42.65.93,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,9022,8,10,2026-05-01T02:47:47.451-04:00,2026-05-01T02:47:47.693-04:00
6,10.215.173.1,49708,20.42.65.93,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,9022,8,10,2026-05-01T02:47:54.759-04:00,2026-05-01T02:47:55.011-04:00
17,10.215.173.1,14475,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,198,1,1,2026-05-01T02:48:00.643-04:00,2026-05-01T02:48:00.705-04:00
6,10.215.173.1,55244,20.189.173.23,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1205,6691,7,8,2026-05-01T02:48:00.712-04:00,2026-05-01T02:48:01.253-04:00
6,10.215.173.1,57118,20.189.173.23,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1205,6691,7,8,2026-05-01T02:48:07.507-04:00,2026-05-01T02:48:08.015-04:00
17,10.215.173.1,45245,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,198,1,1,2026-05-01T02:48:15.784-04:00,2026-05-01T02:48:15.845-04:00
6,10.215.173.1,39410,52.168.117.175,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,9022,8,10,2026-05-01T02:48:15.853-04:00,2026-05-01T02:48:16.096-04:00
