IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
6,10.215.173.1,39416,52.168.117.175,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1205,8942,7,8,2026-05-01T02:48:21.174-04:00,2026-05-01T02:48:21.457-04:00
17,10.215.173.1,36249,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,198,1,1,2026-05-01T02:48:27.896-04:00,2026-05-01T02:48:27.948-04:00
6,10.215.173.1,33924,20.189.173.1,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1205,6691,7,8,2026-05-01T02:48:27.956-04:00,2026-05-01T02:48:28.510-04:00
6,10.215.173.1,33940,20.189.173.1,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1205,6691,7,8,2026-05-01T02:48:33.848-04:00,2026-05-01T02:48:34.376-04:00
17,10.215.173.1,9686,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,198,1,1,2026-05-01T02:48:40.447-04:00,2026-05-01T02:48:40.506-04:00
6,10.215.173.1,49232,20.42.73.28,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,8982,8,9,2026-05-01T02:48:40.514-04:00,2026-05-01T02:48:40.930-04:00
17,10.215.173.1,18146,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,246,1,1,2026-05-01T02:48:47.866-04:00,2026-05-01T02:48:47.934-04:00
6,10.215.173.1,57464,20.42.73.28,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,8982,8,9,2026-05-01T02:48:47.942-04:00,2026-05-01T02:48:48.207-04:00
17,10.215.173.1,52276,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,198,1,1,2026-05-01T02:48:54.816-04:00,2026-05-01T02:48:54.865-04:00
6,10.215.173.1,59276,20.189.173.23,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1285,6811,9,11,2026-05-01T02:48:54.871-04:00,2026-05-01T02:48:55.381-04:00
17,10.215.173.1,22745,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,dc.services.visualstudio.com,74,519,1,1,2026-05-01T02:49:02.367-04:00,2026-05-01T02:49:02.428-04:00
17,10.215.173.1,20862,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,dc.services.visualstudio.com,74,492,1,1,2026-05-01T02:49:02.373-04:00,2026-05-01T02:49:02.429-04:00
6,10.215.173.1,44790,52.179.73.37,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,dc.services.visualstudio.com,1321,9059,10,13,2026-05-01T02:49:02.435-04:00,2026-05-01T02:49:02.653-04:00
17,10.215.173.1,32538,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,201,1,1,2026-05-01T02:49:03.265-04:00,2026-05-01T02:49:03.314-04:00
6,10.215.173.1,57472,52.182.143.213,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1285,9102,9,12,2026-05-01T02:49:03.322-04:00,2026-05-01T02:49:03.683-04:00
17,10.215.173.1,47320,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,201,1,1,2026-05-01T02:49:10.889-04:00,2026-05-01T02:49:10.944-04:00
6,10.215.173.1,45300,104.208.16.89,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1325,9182,10,14,2026-05-01T02:49:10.951-04:00,2026-05-01T02:49:11.322-04:00
17,10.215.173.1,8248,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,246,1,1,2026-05-01T02:49:19.116-04:00,2026-05-01T02:49:19.174-04:00
17,10.215.173.1,11424,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,203,1,1,2026-05-01T02:49:19.121-04:00,2026-05-01T02:49:19.175-04:00
6,10.215.173.1,48826,20.50.73.12,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1285,6812,9,11,2026-05-01T02:49:19.182-04:00,2026-05-01T02:49:19.693-04:00
17,10.215.173.1,10484,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,anonymous.ads.brave.com,69,174,1,1,2026-05-01T02:49:21.144-04:00,2026-05-01T02:49:21.209-04:00
17,10.215.173.1,22230,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,anonymous.ads.brave.com,69,228,1,1,2026-05-01T02:49:21.148-04:00,2026-05-01T02:49:21.208-04:00
17,10.215.173.1,46596,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,anonymous.ads.brave.com,69,180,1,1,2026-05-01T02:49:21.155-04:00,2026-05-01T02:49:21.219-04:00
6,fd00:2:fd00:1:fd00:1:fd00:1,40508,2a04:4e42::649,443,10476,Brave,com.brave.browser,HTTPS,Closed,anonymous.ads.brave.com,5323,9195,24,21,2026-05-01T02:49:21.236-04:00,2026-05-01T02:49:42.020-04:00
17,10.215.173.1,54783,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,www.xnxx.com,58,131,1,1,2026-05-01T02:49:25.926-04:00,2026-05-01T02:49:25.984-04:00
17,10.215.173.1,48682,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,www.xnxx.com,58,131,1,1,2026-05-01T02:49:25.931-04:00,2026-05-01T02:49:25.985-04:00
17,10.215.173.1,35067,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,www.xnxx.com,58,312,1,1,2026-05-01T02:49:25.935-04:00,2026-05-01T02:49:25.993-04:00
6,10.215.173.1,33290,152.233.100.15,443,10476,Brave,com.brave.browser,HTTPS,Closed,www.xnxx.com,8718,140524,79,89,2026-05-01T02:49:26.002-04:00,2026-05-01T02:49:42.093-04:00
17,10.215.173.1,64538,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,www.xnxx.gold,59,132,1,1,2026-05-01T02:49:26.770-04:00,2026-05-01T02:49:26.832-04:00
17,10.215.173.1,54233,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,www.xnxx.gold,59,132,1,1,2026-05-01T02:49:26.776-04:00,2026-05-01T02:49:27.003-04:00
17,10.215.173.1,19168,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,www.xnxx.gold,59,313,1,1,2026-05-01T02:49:26.781-04:00,2026-05-01T02:49:26.833-04:00
6,10.215.173.1,53508,152.233.101.8,443,10476,Brave,com.brave.browser,HTTPS,Closed,www.xnxx.gold,5884,78236,40,50,2026-05-01T02:49:27.015-04:00,2026-05-01T02:49:42.094-04:00
17,10.215.173.1,10900,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,198,1,1,2026-05-01T02:49:27.246-04:00,2026-05-01T02:49:27.295-04:00
6,10.215.173.1,56604,20.42.65.89,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1285,9062,9,11,2026-05-01T02:49:27.305-04:00,2026-05-01T02:49:27.549-04:00
17,10.215.173.1,7875,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,201,1,1,2026-05-01T02:49:32.569-04:00,2026-05-01T02:49:32.616-04:00
6,10.215.173.1,42194,20.44.10.122,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1285,9062,9,11,2026-05-01T02:49:32.626-04:00,2026-05-01T02:49:33.008-04:00
17,10.215.173.1,49285,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,dc.services.visualstudio.com,74,519,1,1,2026-05-01T02:49:37.295-04:00,2026-05-01T02:49:37.354-04:00
17,10.215.173.1,12551,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,dc.services.visualstudio.com,74,494,1,1,2026-05-01T02:49:37.300-04:00,2026-05-01T02:49:37.355-04:00
6,10.215.173.1,48738,52.179.73.39,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,dc.services.visualstudio.com,1281,9018,9,12,2026-05-01T02:49:37.360-04:00,2026-05-01T02:49:37.584-04:00
6,10.215.173.1,33578,20.44.10.122,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1285,9102,9,12,2026-05-01T02:49:38.210-04:00,2026-05-01T02:49:38.567-04:00
6,10.215.173.1,33284,185.59.223.192,443,10476,Brave,com.brave.browser,HTTPS,Closed,s.orbsrv.com,4402,13655,17,21,2026-05-01T02:49:39.376-04:00,2026-05-01T02:49:42.020-04:00
17,10.215.173.1,50153,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,s.orbsrv.com,58,151,1,1,2026-05-01T02:49:39.915-04:00,2026-05-01T02:49:39.954-04:00
17,10.215.173.1,55629,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,s.orbsrv.com,58,151,1,1,2026-05-01T02:49:39.919-04:00,2026-05-01T02:49:39.958-04:00
17,10.215.173.1,45450,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,s.orbsrv.com,58,105,1,1,2026-05-01T02:49:39.926-04:00,2026-05-01T02:49:39.973-04:00
6,10.215.173.1,33294,185.59.223.192,443,10476,Brave,com.brave.browser,HTTPS,Closed,s.orbsrv.com,3519,4794,11,9,2026-05-01T02:49:39.980-04:00,2026-05-01T02:49:42.021-04:00
17,10.215.173.1,41097,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,thumb-cdn77.xnxx-cdn.com,70,160,1,1,2026-05-01T02:49:40.080-04:00,2026-05-01T02:49:40.130-04:00
17,10.215.173.1,63219,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,thumb-cdn77.xnxx-cdn.com,70,160,1,1,2026-05-01T02:49:40.085-04:00,2026-05-01T02:49:40.139-04:00
17,10.215.173.1,14527,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,thumb-cdn77.xnxx-cdn.com,70,124,1,1,2026-05-01T02:49:40.090-04:00,2026-05-01T02:49:40.139-04:00
17,10.215.173.1,39448,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,thumbs-gcore.xnxx-cdn.com,71,111,1,1,2026-05-01T02:49:40.102-04:00,2026-05-01T02:49:40.146-04:00
17,10.215.173.1,45352,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,thumbs-gcore.xnxx-cdn.com,71,111,1,1,2026-05-01T02:49:40.106-04:00,2026-05-01T02:49:40.147-04:00
17,10.215.173.1,16848,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,thumbs-gcore.xnxx-cdn.com,71,127,1,1,2026-05-01T02:49:40.110-04:00,2026-05-01T02:49:40.158-04:00
6,10.215.173.1,34640,109.61.91.250,443,10476,Brave,com.brave.browser,HTTPS,Closed,thumb-cdn77.xnxx-cdn.com,20560,1989636,312,535,2026-05-01T02:49:40.144-04:00,2026-05-01T02:49:42.016-04:00
6,10.215.173.1,37068,92.38.145.145,443,10476,Brave,com.brave.browser,HTTPS,Closed,thumbs-gcore.xnxx-cdn.com,4825,255262,42,60,2026-05-01T02:49:40.166-04:00,2026-05-01T02:49:42.017-04:00
17,10.215.173.1,43379,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,creative.xlivrdr.com,66,214,1,1,2026-05-01T02:49:40.403-04:00,2026-05-01T02:49:40.452-04:00
17,10.215.173.1,61566,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,creative.xlivrdr.com,66,122,1,1,2026-05-01T02:49:40.414-04:00,2026-05-01T02:49:40.459-04:00
17,10.215.173.1,6474,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,creative.xlivrdr.com,66,98,1,1,2026-05-01T02:49:40.418-04:00,2026-05-01T02:49:40.456-04:00
17,10.215.173.1,52141,172.67.213.77,443,10476,Brave,com.brave.browser,QUIC,Closed,creative.xlivrdr.com,12301,136342,69,122,2026-05-01T02:49:40.485-04:00,2026-05-01T02:49:41.904-04:00
6,fd00:2:fd00:1:fd00:1:fd00:1,34988,2606:4700:3031::ac43:d54d,443,10476,Brave,com.brave.browser,HTTPS,Closed,cloudflare-ech.com,2292,4323,8,7,2026-05-01T02:49:40.494-04:00,2026-05-01T02:49:42.018-04:00
17,10.215.173.1,28418,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,fonts.googleapis.com,66,123,1,1,2026-05-01T02:49:40.718-04:00,2026-05-01T02:49:40.830-04:00
17,10.215.173.1,25986,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,fonts.googleapis.com,66,94,1,1,2026-05-01T02:49:40.722-04:00,2026-05-01T02:49:40.831-04:00
17,10.215.173.1,16033,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,fonts.googleapis.com,66,82,1,1,2026-05-01T02:49:40.725-04:00,2026-05-01T02:49:40.850-04:00
17,10.215.173.1,37939,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,static.cloudflareinsights.com,75,145,1,1,2026-05-01T02:49:40.729-04:00,2026-05-01T02:49:40.852-04:00
17,10.215.173.1,50270,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,static.cloudflareinsights.com,75,131,1,1,2026-05-01T02:49:40.732-04:00,2026-05-01T02:49:40.852-04:00
17,10.215.173.1,58913,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,static.cloudflareinsights.com,75,107,1,1,2026-05-01T02:49:40.736-04:00,2026-05-01T02:49:40.852-04:00
6,fd00:2:fd00:1:fd00:1:fd00:1,56088,2607:f8b0:4004:c07::5f,443,10476,Brave,com.brave.browser,HTTPS,Closed,fonts.googleapis.com,3368,9497,14,16,2026-05-01T02:49:40.871-04:00,2026-05-01T02:49:42.018-04:00
6,fd00:2:fd00:1:fd00:1:fd00:1,56420,2606:4700::6810:4f49,443,10476,Brave,com.brave.browser,HTTPS,Closed,static.cloudflareinsights.com,3206,16058,12,14,2026-05-01T02:49:40.882-04:00,2026-05-01T02:49:42.019-04:00
17,10.215.173.1,11549,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,go.xlivrdr.com,60,157,1,1,2026-05-01T02:49:41.052-04:00,2026-05-01T02:49:41.255-04:00
17,10.215.173.1,20938,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,go.xlivrdr.com,60,140,1,1,2026-05-01T02:49:41.056-04:00,2026-05-01T02:49:41.256-04:00
17,10.215.173.1,55610,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,go.xlivrdr.com,60,116,1,1,2026-05-01T02:49:41.059-04:00,2026-05-01T02:49:41.256-04:00
17,10.215.173.1,35682,172.64.147.206,443,10476,Brave,com.brave.browser,QUIC,Closed,go.xlivrdr.com,8053,10836,14,16,2026-05-01T02:49:41.268-04:00,2026-05-01T02:49:41.898-04:00
6,fd00:2:fd00:1:fd00:1:fd00:1,45978,2a06:98c1:310d::6812:2832,443,10476,Brave,com.brave.browser,HTTPS,Closed,go.xlivrdr.com,2136,3765,6,5,2026-05-01T02:49:41.572-04:00,2026-05-01T02:49:42.002-04:00
17,10.215.173.1,34660,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,stripchat.com,59,117,1,1,2026-05-01T02:49:41.857-04:00,2026-05-01T02:49:41.904-04:00
17,10.215.173.1,15815,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,stripchat.com,59,115,1,1,2026-05-01T02:49:41.860-04:00,2026-05-01T02:49:41.908-04:00
17,10.215.173.1,28813,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,stripchat.com,59,91,1,1,2026-05-01T02:49:41.864-04:00,2026-05-01T02:49:41.910-04:00
17,10.215.173.1,14280,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,stripchat.com,59,117,1,1,2026-05-01T02:49:41.916-04:00,2026-05-01T02:49:41.965-04:00
17,10.215.173.1,60404,10.215.173.2,53,-1,Unknown,unknown,DNS,Closed,stripchat.com,59,115,1,1,2026-05-01T02:49:41.928-04:00,2026-05-01T02:49:41.966-04:00
17,10.215.173.1,64413,10.215.173.2,53,-1,Unknown,unknown,DNS,Closed,stripchat.com,59,91,1,1,2026-05-01T02:49:41.944-04:00,2026-05-01T02:49:42.002-04:00
17,10.215.173.1,4918,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,198,1,1,2026-05-01T02:49:46.237-04:00,2026-05-01T02:49:46.296-04:00
6,10.215.173.1,54280,20.42.65.89,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Error,mobile.events.data.microsoft.com,1285,9062,9,11,2026-05-01T02:49:46.302-04:00,2026-05-01T02:49:46.544-04:00
17,10.215.173.1,4510,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,www.xnxx.com,58,131,1,1,2026-05-01T02:49:53.510-04:00,2026-05-01T02:49:53.554-04:00
17,10.215.173.1,4786,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,www.xnxx.com,58,131,1,1,2026-05-01T02:49:53.513-04:00,2026-05-01T02:49:53.554-04:00
17,10.215.173.1,60842,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,www.xnxx.com,58,312,1,1,2026-05-01T02:49:53.517-04:00,2026-05-01T02:49:53.563-04:00
6,10.215.173.1,55858,152.233.100.4,443,10476,Brave,com.brave.browser,HTTPS,Closed,www.xnxx.com,3694,12413,15,16,2026-05-01T02:49:53.567-04:00,2026-05-01T02:49:55.913-04:00
17,10.215.173.1,5228,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,242,1,1,2026-05-01T02:49:53.858-04:00,2026-05-01T02:49:53.904-04:00
6,10.215.173.1,54288,20.42.65.89,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1325,9142,10,13,2026-05-01T02:49:53.911-04:00,2026-05-01T02:49:54.145-04:00
17,10.215.173.1,56824,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,variations.brave.com,66,131,1,1,2026-05-01T02:49:55.521-04:00,2026-05-01T02:49:55.566-04:00
17,10.215.173.1,51067,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,variations.brave.com,66,333,1,1,2026-05-01T02:49:55.524-04:00,2026-05-01T02:49:55.565-04:00
17,10.215.173.1,2301,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,variations.brave.com,66,173,1,1,2026-05-01T02:49:55.528-04:00,2026-05-01T02:49:55.574-04:00
6,fd00:2:fd00:1:fd00:1:fd00:1,47834,2600:9000:28a6:1400:15:85fe:56c0:93a1,443,10476,Brave,com.brave.browser,HTTPS,Closed,variations.brave.com,3211,7633,15,16,2026-05-01T02:49:55.588-04:00,2026-05-01T02:49:55.813-04:00
17,10.215.173.1,11298,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,201,1,1,2026-05-01T02:49:59.516-04:00,2026-05-01T02:49:59.576-04:00
6,10.215.173.1,42724,40.74.98.193,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1285,6812,9,11,2026-05-01T02:49:59.586-04:00,2026-05-01T02:50:00.444-04:00
6,10.215.173.1,39602,152.233.100.4,443,10476,Brave,com.brave.browser,HTTPS,Active,www.xnxx.com,7344,152171,58,85,2026-05-01T02:50:06.201-04:00,2026-05-01T02:50:25.191-04:00
17,10.215.173.1,45676,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,198,1,1,2026-05-01T02:50:06.254-04:00,2026-05-01T02:50:06.304-04:00
6,10.215.173.1,43190,20.189.173.1,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,6771,8,10,2026-05-01T02:50:06.312-04:00,2026-05-01T02:50:06.810-04:00
17,10.215.173.1,50959,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,s.orbsrv.com,58,151,1,1,2026-05-01T02:50:06.403-04:00,2026-05-01T02:50:06.454-04:00
17,10.215.173.1,5741,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,s.orbsrv.com,58,151,1,1,2026-05-01T02:50:06.409-04:00,2026-05-01T02:50:06.455-04:00
17,10.215.173.1,42984,10.215.173.2,53,10476,Brave,com.brave.browser,DNS,Closed,s.orbsrv.com,58,105,1,1,2026-05-01T02:50:06.413-04:00,2026-05-01T02:50:06.463-04:00
6,10.215.173.1,53536,185.59.223.192,443,10476,Brave,com.brave.browser,HTTPS,Closed,s.orbsrv.com,4805,4808,15,18,2026-05-01T02:50:06.471-04:00,2026-05-01T02:50:16.875-04:00
17,10.215.173.1,36221,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,198,1,1,2026-05-01T02:50:13.568-04:00,2026-05-01T02:50:13.671-04:00
6,10.215.173.1,53230,20.189.173.10,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1285,6811,9,11,2026-05-01T02:50:13.679-04:00,2026-05-01T02:50:14.182-04:00
17,10.215.173.1,23333,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,198,1,1,2026-05-01T02:50:20.753-04:00,2026-05-01T02:50:20.814-04:00
6,10.215.173.1,44888,52.168.112.66,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,9022,8,10,2026-05-01T02:50:20.821-04:00,2026-05-01T02:50:21.036-04:00
6,10.215.173.1,41062,52.168.112.66,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,8982,8,9,2026-05-01T02:50:27.888-04:00,2026-05-01T02:50:28.126-04:00
17,10.215.173.1,33794,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,210,1,1,2026-05-01T02:50:33.762-04:00,2026-05-01T02:50:33.825-04:00
6,10.215.173.1,53720,51.116.253.169,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1325,9143,10,13,2026-05-01T02:50:33.835-04:00,2026-05-01T02:50:34.446-04:00
17,10.215.173.1,30045,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,246,1,1,2026-05-01T02:50:42.332-04:00,2026-05-01T02:50:42.374-04:00
17,10.215.173.1,2478,10.215.173.2,53,10490,Microsoft Defender,com.microsoft.scmx,DNS,Closed,mobile.events.data.microsoft.com,78,198,1,1,2026-05-01T02:50:42.339-04:00,2026-05-01T02:50:42.384-04:00
6,10.215.173.1,59232,20.189.173.4,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1245,6771,8,10,2026-05-01T02:50:42.392-04:00,2026-05-01T02:50:42.890-04:00
6,10.215.173.1,53798,20.189.173.4,443,10490,Microsoft Defender,com.microsoft.scmx,HTTPS,Closed,mobile.events.data.microsoft.com,1285,6851,9,12,2026-05-01T02:50:49.987-04:00,2026-05-01T02:50:50.493-04:00
